CSCv2_name,CSCv2_RA,CSCv2_DEC,CSCv2_PU,CSCv2_S/N,Fs,e_Fs,Fm,e_Fm,Fh,e_Fh,Fb,e_Fb,P_intra,P_inter,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class,Class_prob,e_Class_prob,CT,CSCv2_flags,Catalog_name,True_Class,Class_ref
2CXO J162727.3-243116,246.8640859,-24.5212948,0.73,17.17,1.9e-15,3e-16,9e-15,8e-16,3e-14,3e-15,4.1e-14,3e-15,1.0,,19.245,0.006,21.2,0.4,16.88,0.02,12.35,0.03,10.38,0.02,9.32,0.02,8.66,0.02,8.01,0.02,6.27,0.02,5.7,0.6,29.685,175.0,158.0,194.0,0.01,0.0,0.002,0.0,0.002,0.0,0.0,0.99,0.01,0.0004,0.005,0.001,0.005,0.002,0.0,0.01,YSO,0.99,0.01,41.001,extent,Elia 2-31,YSO,2020AJ....160..120J
2CXO J162809.9+393213,247.0416612,39.5369905,0.88,6.36,3.9e-15,6e-16,5e-16,2e-16,1.2e-15,4e-16,5.6e-15,8e-16,0.998,1.0,11.104,0.003,11.449,0.003,10.593,0.004,10.01,0.02,9.72,0.02,9.64,0.02,9.61,0.02,9.65,0.02,9.62,0.04,5.95,0.01,34.604,167.0,167.0,167.0,0.0,0.001,0.01,0.0,0.98,0.0,0.0,0.01,0.002,0.003,0.04,0.001,0.07,0.01,0.0,0.02,LM-STAR,0.98,0.07,9.154,,2CXO J162809.9+393213,LM-STAR,2020AJ....160..120J
2CXO J162823.3-242241,247.0973128,-24.3781447,0.86,6.81,1.1e-14,4e-15,4.8e-14,1e-14,7e-14,2e-14,1.3e-13,2e-14,0.282,,16.7,0.04,18.6,0.1,15.2,0.1,11.81,0.02,9.87,0.02,8.62,0.02,7.49,0.03,6.78,0.02,6.0,0.02,6.81,0.1,24.785,145.0,143.0,147.0,0.01,0.001,0.01,0.003,0.01,0.002,0.0,0.96,0.01,0.004,0.01,0.006,0.01,0.005,0.001,0.02,YSO,0.96,0.02,26.106,,NAME EM* SR 20W,YSO,2020AJ....160..120J
2CXO J162825.1-244501,247.1047648,-24.7502833,0.91,3.18,2.6e-14,8e-15,8e-18,6e-18,8e-18,6e-18,2.6e-14,8e-15,,,,,,,,,6.72,0.02,6.6,0.06,6.51,0.02,6.52,0.08,6.48,0.02,6.53,0.02,,,,,,,0.02,0.003,0.06,0.004,0.86,0.0,0.002,0.05,0.02,0.01,0.05,0.007,0.08,0.002,0.005,0.05,LM-STAR,0.86,0.08,5.807,,HD 148352,YSO,1967ApJ...147.1003G
2CXO J162845.2-242818,247.1886149,-24.471842,0.77,17.75,2.5e-13,2e-14,1.6e-13,2e-14,2.8e-13,4e-14,6.9e-13,5e-14,0.756,,12.201,0.006,13.48,0.03,10.974,0.009,9.21,0.03,8.41,0.04,8.0,0.03,7.22,0.03,6.64,0.02,4.57,0.01,8.7,0.6,31.403,117.0,110.0,124.0,0.001,0.01,0.03,0.006,0.02,0.002,0.0,0.93,0.004,0.02,0.02,0.009,0.02,0.005,0.001,0.05,YSO,0.93,0.05,12.715,,EM* SR   13,YSO,2020AJ....160..120J
2CXO J164818.2-461039,252.0762039,-46.1776285,0.9,4.49,1.4e-14,4e-15,4e-15,2e-15,3e-15,2e-15,2.1e-14,5e-15,0.092,,9.38,0.003,9.555,0.003,9.042,0.004,8.53,0.02,8.23,0.06,8.07,0.02,7.92,0.02,7.95,0.02,7.21,0.04,1.2,0.1,11.584,820.0,737.0,911.0,0.0,0.01,0.3,0.001,0.6,0.0,0.0,0.09,0.0,0.01,0.1,0.004,0.1,0.002,0.0,0.05,LM-STAR,0.6,0.1,1.374,,HD 151228,LM-STAR,1978MSS...C02....0H
2CXO J172021.9+575826,260.0915039,57.9741213,0.71,81.52,7.1e-13,1e-14,2.24e-13,6e-15,1.57e-13,9e-15,1.09e-12,2e-14,0.866,1.0,,,,,,,7.74,0.03,7.48,0.02,7.44,0.02,7.97,,7.36,0.02,7.36,0.02,,,,,,,0.04,0.03,0.06,0.005,0.78,0.01,0.01,0.08,0.02,0.02,0.03,0.007,0.05,0.01,0.01,0.03,LM-STAR,0.78,0.05,8.561,pileup,HD 238677,LM-STAR,1928AnHar.100...49C
2CXO J172025.6+575304,260.106928,57.8845967,0.74,5.67,3.6e-15,7e-16,5e-16,3e-16,9e-16,7e-16,5e-15,1e-15,0.555,,11.176,0.003,11.388,0.003,10.815,0.004,10.4,0.02,10.25,0.02,10.21,0.02,10.12,,10.18,0.02,10.16,0.05,1.66,0.02,8.029,588.0,582.0,594.0,0.001,0.005,0.3,0.0001,0.7,0.001,0.0,0.03,0.003,0.007,0.1,0.001,0.1,0.005,0.0003,0.02,LM-STAR,0.7,0.1,1.861,,TYC 3896-1335-1,LM-STAR,2020AJ....160..120J
2CXO J172354.0+592047,260.975073,59.3465119,0.91,4.0,8e-15,2e-15,3e-16,2e-16,1.3e-15,1e-15,9e-15,2e-15,0.905,,9.413,0.003,9.857,0.003,8.792,0.004,8.04,0.02,7.63,0.02,7.51,0.03,7.68,,7.51,0.02,7.46,0.02,2.42,0.02,21.974,411.0,408.0,414.0,0.001,0.004,0.07,0.001,0.9,0.002,0.0,0.03,0.002,0.007,0.05,0.003,0.07,0.008,0.0004,0.03,LM-STAR,0.9,0.07,6.983,,HD 238684,LM-STAR,1928AnHar.100...49C
2CXO J180912.3-202801,272.3014398,-20.4669733,0.9,6.28,1.7e-14,3e-15,1.8e-15,8e-16,1e-15,1e-15,2e-14,3e-15,0.421,,10.319,0.003,10.674,0.003,9.793,0.004,9.19,0.03,8.92,0.08,8.8,0.02,8.74,0.03,8.84,0.03,8.0,0.4,7.48,0.02,16.525,133.0,133.0,133.0,0.0,0.003,0.04,0.001,0.9,0.0,0.0,0.03,0.0,0.009,0.07,0.003,0.1,0.002,0.0003,0.04,LM-STAR,0.9,0.1,4.893,,HD 312684,LM-STAR,1949AnHar.112....1C
2CXO J181027.4-192210,272.6142133,-19.3697148,0.75,11.85,2e-14,3e-15,7e-15,1e-15,2e-15,2e-15,2.8e-14,4e-15,0.528,,10.245,0.003,10.812,0.003,9.532,0.004,8.58,0.03,8.12,0.04,7.99,0.02,7.83,0.03,7.96,0.03,7.66,,3.5,0.01,9.086,283.0,282.0,284.0,0.0,0.001,0.07,0.0,0.89,0.0,0.0,0.04,0.0,0.003,0.06,0.002,0.08,0.0008,0.0,0.04,LM-STAR,0.89,0.08,5.819,extent,HD 312774,LM-STAR,1949AnHar.112....1C
2CXO J181926.2-134725,274.8593392,-13.7904982,0.84,3.44,1e-15,5e-16,6e-16,3e-16,1.2e-15,1e-15,3e-15,1e-15,0.996,,12.903,0.003,13.256,0.003,12.352,0.004,11.64,0.02,11.44,0.02,11.36,0.02,11.44,0.05,11.6,0.1,8.3,,1.21,0.09,4.15,834.0,784.0,897.0,0.0,0.004,0.4,0.0,0.4,0.02,0.0001,0.24,0.002,0.008,0.1,0.02,0.1,0.03,0.0008,0.09,LM-STAR,0.4,0.1,0.023,,Cl* NGC 6611 ESL 075,YSO,2005A&A...437..467E
2CXO J182809.2-114057,277.038723,-11.6825718,0.78,4.12,4e-15,1e-15,1e-15,5e-16,6e-16,4e-16,5e-15,1e-15,0.206,,10.987,0.005,10.853,0.003,9.658,0.004,8.76,0.02,8.49,0.05,8.33,0.02,8.27,0.03,8.33,0.02,7.6,,,,,,,,0.0,0.002,0.3,0.001,0.5,0.001,0.0,0.16,0.0,0.004,0.1,0.003,0.1,0.005,0.0,0.06,LM-STAR,0.5,0.1,1.123,,BD-11 4641,LM-STAR,1935MeUpp..61....1S
2CXO J183723.5-060550,279.3483184,-6.0974932,0.78,9.29,3.7e-14,4e-15,4e-15,2e-15,8e-18,6e-18,4e-14,5e-15,,,9.482,0.003,9.72,0.003,9.081,0.004,8.65,0.02,8.47,0.02,8.38,0.02,8.27,0.02,8.29,0.02,7.9,0.2,6.46,0.04,15.611,154.0,153.0,155.0,0.0,0.0,0.02,0.0,0.97,0.0,0.0,0.01,0.0,0.002,0.03,0.003,0.04,0.0003,0.0,0.01,LM-STAR,0.97,0.04,14.15,,BD-06 4812,LM-STAR,1935MeUpp..61....1S
2CXO J184134.4-035234,280.3935303,-3.8762926,0.72,12.89,1.1e-13,1e-14,2e-14,4e-15,7e-15,4e-15,1.4e-13,1e-14,0.707,,9.468,0.003,9.787,0.004,8.972,0.004,8.45,0.02,8.18,0.04,8.06,0.03,7.93,0.02,7.98,0.02,8.27,0.05,7.2,0.1,10.451,137.0,135.0,140.0,0.0,0.0,0.01,0.0001,0.99,0.0001,0.0,0.005,0.0,0.002,0.02,0.0007,0.03,0.0007,0.0,0.009,LM-STAR,0.99,0.03,21.663,,BD-04 4552,LM-STAR,1935MeUpp..61....1S
2CXO J184451.1-025611,281.213104,-2.9366218,0.84,3.0,6e-16,2e-16,4e-16,2e-16,2e-15,1e-15,3e-15,1e-15,,,10.191,0.003,10.571,0.003,9.635,0.004,8.96,0.02,8.68,0.03,8.63,0.03,8.57,0.04,8.63,0.04,8.5,0.3,4.2,0.2,5.735,241.0,229.0,252.0,0.0,0.03,0.4,0.04,0.5,0.01,0.0001,0.08,0.006,0.03,0.1,0.04,0.2,0.02,0.0008,0.06,LM-STAR,0.5,0.2,0.237,,BD-03 4371,LM-STAR,1935MeUpp..61....1S
2CXO J184631.7-025440,281.632149,-2.9112811,0.87,6.14,2.1e-15,4e-16,4e-16,2e-16,3e-15,2e-15,6e-15,2e-15,0.742,0.079,10.395,0.003,10.71,0.003,9.911,0.004,9.37,0.02,9.12,0.03,9.08,0.02,8.98,0.02,9.05,0.03,9.25,,4.1,0.02,14.275,243.0,241.0,244.0,0.0,0.005,0.2,0.0,0.7,0.01,0.0,0.07,0.0003,0.009,0.1,0.01,0.2,0.02,0.0006,0.05,LM-STAR,0.7,0.2,1.523,,BD-03 4376,LM-STAR,1935MeUpp..61....1S
2CXO J184632.0-025724,281.6333951,-2.9568058,0.78,6.12,2.1e-16,1e-16,2.3e-16,1e-16,3e-16,2e-16,7e-16,2e-16,0.519,1.0,9.251,0.009,13.15,0.08,7.72,0.02,4.4,0.2,3.0,0.2,2.5,0.3,2.5538,0.0002,1.9696,0.0004,,,0.82,0.08,4.423,1154.0,1064.0,1259.0,0.0,0.0,0.06,0.001,0.23,0.002,0.0,0.7,0.0003,0.01,0.06,0.006,0.1,0.006,0.0003,0.1,YSO,0.7,0.1,2.294,,[A64] Red -02 55,LM-STAR,1964AbaOB..31...27A
2CXO J190139.1-365329,285.4131021,-36.8915295,0.71,65.92,2.21e-13,4e-15,9.8e-14,2e-15,9.7e-14,4e-15,4.17e-13,6e-15,0.976,1.0,12.158,0.005,12.02,0.05,11.0,0.02,8.0,10.0,7.49,0.09,7.14,0.08,,,,,,,6.4,0.04,28.796,156.0,155.0,158.0,0.01,0.06,0.1,0.003,0.17,0.05,0.0,0.6,0.01,0.03,0.07,0.006,0.07,0.03,0.001,0.1,YSO,0.6,0.1,2.173,extent,HD 176386B,YSO,2020AJ....160..120J
2CXO J190140.3-365142,285.4183,-36.8617877,0.76,14.98,7e-16,3e-16,6e-15,6e-16,4.8e-14,3e-15,5.5e-14,3e-15,1.0,1.0,20.11,0.02,20.8,0.2,18.46,0.09,13.9,0.03,11.63,0.02,10.48,0.02,9.44,0.02,8.85,0.02,4.75,0.01,5.6,0.9,28.58,191.0,166.0,229.0,0.08,0.001,0.003,0.003,0.004,0.001,0.0,0.9,0.03,0.003,0.005,0.006,0.007,0.004,0.0004,0.04,YSO,0.9,0.04,11.398,extent,2MASS J19014041-3651422,YSO,2020AJ....160..120J
2CXO J190141.6-365952,285.4234981,-36.9980335,0.71,22.28,1.35e-14,9e-16,1.1e-14,7e-16,1.2e-14,1e-15,3.6e-14,2e-15,1.0,1.0,14.582,0.005,16.5,0.02,13.26,0.01,10.47,0.02,9.04,0.02,8.09,0.03,7.83,0.03,7.17,0.02,5.04,0.01,6.44,0.04,28.003,154.0,153.0,155.0,0.004,0.001,0.01,0.0,0.02,0.0,0.0,0.96,0.006,0.004,0.01,0.001,0.02,0.001,0.0,0.02,YSO,0.96,0.02,24.356,,2MASS J19014164-3659528,YSO,2020AJ....160..120J
2CXO J191001.2+050222,287.5053003,5.0395099,0.88,4.54,2.9e-15,7e-16,2e-16,1e-16,8e-18,6e-18,3.1e-15,7e-16,,,10.176,0.003,10.42,0.003,9.771,0.004,9.31,0.03,9.15,0.02,9.07,0.02,9.02,0.02,9.04,0.02,9.52,0.07,1.99,0.04,2.728,495.0,486.0,506.0,0.0,0.0,0.05,0.0,0.94,0.0001,0.0,0.02,0.0,0.0004,0.08,0.0006,0.09,0.0008,0.0,0.02,LM-STAR,0.94,0.09,5.477,,AG+04 2462,LM-STAR,1958PMcCO..13b....V
2CXO J191058.8+090149,287.7450336,9.0304577,0.72,27.27,2.9e-14,1e-15,3.1e-15,3e-16,1e-15,3e-16,3.3e-14,1e-15,1.0,0.356,10.197,0.003,10.529,0.003,9.701,0.004,9.19,0.02,8.86,0.03,8.79,0.02,8.78,0.02,8.86,0.02,10.33,,7.93,0.02,26.367,126.0,125.0,126.0,0.0,0.0001,0.002,0.0,0.99,0.0,0.0,0.01,0.0,0.0008,0.006,0.0,0.01,0.003,0.0,0.01,LM-STAR,0.99,0.01,39.23,,AG+08 2478,LM-STAR,1958PMcCO..13b....V
2CXO J191649.2-161322,289.2050125,-16.2229408,0.83,12.83,1.4e-14,1e-15,1.6e-15,3e-16,1.7e-15,7e-16,1.7e-14,1e-15,0.84,0.457,10.935,0.003,11.26,0.003,10.418,0.004,9.84,0.02,9.6,0.02,9.51,0.02,9.46,0.02,9.5,0.02,9.48,0.04,2.8,0.4,26.76,355.0,318.0,411.0,0.0,0.0,0.003,0.0,1.0,0.0,0.0,0.001,0.0004,0.0006,0.009,0.0,0.01,0.0006,0.0,0.004,LM-STAR,1.0,0.01,49.195,extent|conf,TYC 6296-1205-1,LM-STAR,2020AJ....160..120J
2CXO J192226.1+140554,290.6087595,14.0985831,0.79,2.67,1.6e-15,7e-16,4e-16,3e-16,8e-18,6e-18,1.9e-15,7e-16,,,10.326,0.003,10.517,0.003,9.995,0.004,9.62,0.02,9.45,0.03,9.46,0.02,9.04,0.02,8.88,0.01,,,2.69,0.05,11.297,369.0,363.0,375.0,0.0001,0.002,0.3,0.001,0.6,0.0,0.0,0.12,0.0009,0.007,0.1,0.004,0.2,0.003,0.0003,0.07,LM-STAR,0.6,0.2,0.937,,HD 231256,LM-STAR,1926AnHar.100...17C
2CXO J192414.7+501519,291.0613766,50.2554097,0.72,29.21,2.8e-14,1e-15,6.2e-15,5e-16,4.4e-15,8e-16,3.9e-14,2e-15,1.0,1.0,9.323,0.003,9.439,0.003,9.094,0.004,8.83,0.02,8.73,0.03,8.68,0.02,8.57,0.03,8.54,0.03,7.59,0.03,3.46,0.02,20.141,287.0,285.0,289.0,0.001,0.006,0.4,0.0,0.5,0.001,0.0,0.06,0.004,0.008,0.1,0.0004,0.1,0.004,0.0,0.03,LM-STAR,0.5,0.1,0.134,,BD+49 2997,LM-STAR,1952CoRut..32....1H
2CXO J192530.1+424840,291.3754537,42.8112758,0.74,5.17,5e-15,1e-15,1.4e-15,7e-16,8e-18,6e-18,7e-15,1e-15,,,13.002,0.003,13.318,0.003,12.521,0.004,11.98,0.02,11.73,0.02,11.65,0.02,11.5,0.02,11.56,0.02,11.4,0.1,1.01,0.01,7.629,971.0,958.0,985.0,0.002,0.001,0.02,0.0,0.9,0.0001,0.0001,0.05,0.006,0.005,0.05,0.002,0.1,0.001,0.0008,0.06,LM-STAR,0.9,0.1,5.32,,[BMF2002] RR 6,LM-STAR,2002AJ....123..473B
2CXO J193205.9+110413,293.0246914,11.0705207,0.73,31.99,7.5e-14,3e-15,2e-14,2e-15,1.2e-14,3e-15,1.07e-13,5e-15,1.0,1.0,9.742,0.003,10.231,0.003,9.097,0.004,8.34,0.02,7.87,0.04,7.76,0.02,7.64,0.03,7.73,0.02,7.66,0.02,2.6,0.05,20.343,380.0,374.0,387.0,0.0,0.001,0.003,0.0001,0.98,0.0,0.0,0.01,0.0,0.003,0.007,0.0007,0.02,0.001,0.0003,0.02,LM-STAR,0.98,0.02,26.055,,HD 231694,LM-STAR,1927AnHar.100...33C
2CXO J193621.7+293455,294.090691,29.5820197,0.74,7.21,4.8e-15,8e-16,1.2e-15,4e-16,2e-15,2e-15,8e-15,2e-15,0.905,,9.576,0.003,9.666,0.003,9.394,0.004,9.16,0.02,9.09,0.02,9.01,0.02,8.99,0.02,9.02,0.02,9.04,0.03,3.2,0.1,5.318,310.0,300.0,323.0,0.0001,0.0,0.4,0.0,0.6,0.0,0.0,0.07,0.0007,0.002,0.2,0.0005,0.2,0.002,0.0,0.06,LM-STAR,0.6,0.2,0.486,,LF 2 +29 234,LM-STAR,1950ApJ...112...90M
2CXO J193939.0-634223,294.9126188,-63.7066394,0.79,3.18,2.9e-15,1e-15,8e-18,6e-18,8e-18,6e-18,3e-15,1e-15,,,9.855,0.003,10.057,0.003,9.505,0.004,9.17,0.02,8.99,0.02,8.92,0.02,8.93,0.02,8.92,0.02,8.91,0.03,3.99,0.02,12.235,249.0,248.0,250.0,0.0,0.0,0.05,0.0,0.93,0.0001,0.0,0.02,0.001,0.0004,0.06,0.0006,0.07,0.0008,0.0,0.03,LM-STAR,0.93,0.07,6.917,,HD 184655,LM-STAR,1975MSS...C01....0H
2CXO J195221.4+292453,298.0895268,29.4147297,0.82,2.91,1.5e-15,8e-16,1.1e-15,6e-16,8e-18,6e-18,2.6e-15,1e-15,,,10.418,0.003,11.199,0.004,9.404,0.004,8.0,0.02,7.33,0.02,7.16,0.02,6.97,0.05,7.09,0.02,7.0,0.02,0.78,0.02,4.57,1221.0,1191.0,1259.0,0.001,0.002,0.3,0.003,0.6,0.0,0.0,0.15,0.003,0.005,0.1,0.008,0.1,0.0004,0.0,0.07,LM-STAR,0.6,0.1,1.308,,TYC 2152-0332-1,LM-STAR,1987ApJS...64..241S
2CXO J195408.1+442216,298.5338942,44.3711892,0.71,19.18,7.1e-14,5e-15,1.3e-14,2e-15,4e-15,2e-15,8.8e-14,5e-15,0.999,1.0,13.779,0.003,15.185,0.005,12.613,0.004,11.02,0.02,10.43,0.02,10.17,0.02,10.06,0.02,9.92,0.02,9.84,0.05,18.28,0.01,44.838,55.0,55.0,55.0,0.001,0.05,0.002,0.0,0.8,0.0,0.0,0.2,0.003,0.07,0.005,0.002,0.1,0.002,0.0004,0.1,LM-STAR,0.8,0.1,2.413,,KIC 8387281,LM-STAR,2020AJ....160..120J
2CXO J201312.7+382659,303.3029395,38.4499705,0.82,15.79,1.6e-14,1e-15,4.8e-15,6e-16,5e-15,1e-15,2.5e-14,2e-15,0.99,,11.104,0.003,11.239,0.003,10.863,0.004,10.56,0.02,10.47,0.02,10.41,0.02,10.41,0.02,10.45,0.02,10.35,0.07,1.55,0.06,7.071,646.0,620.0,673.0,0.0,0.0,0.15,0.0,0.82,0.0,0.0,0.03,0.0005,0.002,0.08,0.0003,0.09,0.002,0.0,0.02,LM-STAR,0.82,0.09,3.873,,[KB61] +38 11,LM-STAR,1961AbaOB..26...35K
2CXO J201432.4+411453,303.6351233,41.2482507,0.72,10.6,1.8e-14,2e-15,3.5e-15,8e-16,1.6e-15,9e-16,2.3e-14,2e-15,0.526,,8.9,0.003,9.136,0.003,8.502,0.004,8.11,0.02,7.87,0.03,7.84,0.03,7.76,0.03,7.81,0.02,7.54,0.03,4.04,0.01,29.215,246.0,246.0,247.0,0.0,0.0001,0.02,0.0,0.97,0.0,0.0,0.006,0.0003,0.0007,0.03,0.0,0.03,0.0,0.0,0.01,LM-STAR,0.97,0.03,15.987,,HD 228527,LM-STAR,1926AnHar.100...17C
2CXO J201514.3+411531,303.809865,41.2588682,0.81,16.16,6.7e-14,5e-15,7e-15,1e-15,3e-15,3e-15,7.8e-14,5e-15,0.487,,9.33,0.003,9.724,0.003,8.773,0.004,8.15,0.02,7.8,0.02,7.74,0.02,7.66,0.03,7.74,0.02,7.7,0.02,6.74,0.02,15.053,148.0,148.0,148.0,0.0,0.0001,0.001,0.0,0.997,0.0,0.0,0.002,0.0,0.0007,0.004,0.0004,0.007,0.0,0.0,0.005,LM-STAR,0.997,0.007,86.771,extent,HD 228590,LM-STAR,1926AnHar.100...17C
2CXO J201618.5+370925,304.0771561,37.1569759,0.74,8.32,7e-15,1e-15,1.3e-15,3e-16,4e-16,3e-16,9e-15,1e-15,0.072,,11.102,0.003,11.371,0.003,10.676,0.004,10.19,0.02,9.97,0.02,9.93,0.01,9.9,0.02,9.93,0.02,10.2,0.1,2.16,0.01,10.284,455.0,452.0,458.0,0.0,0.0,0.01,0.0,0.99,0.0,0.0,0.0,0.0,0.0006,0.04,0.0,0.05,0.0003,0.0,0.02,LM-STAR,0.99,0.05,10.693,,[KB61] +36 47,LM-STAR,1961AbaOB..26...35K
2CXO J201622.7+370711,304.0948164,37.1197542,0.77,4.12,3.4e-15,1e-15,5e-16,2e-16,3e-16,2e-16,4e-15,1e-15,0.893,,9.713,0.003,9.905,0.003,9.382,0.004,9.02,0.03,8.93,0.02,8.86,0.01,8.78,0.02,8.79,0.02,8.38,0.02,1.67,0.01,10.944,593.0,589.0,598.0,0.0,0.0,0.2,0.0,0.7,0.0,0.0,0.03,0.0004,0.001,0.2,0.0004,0.2,0.0,0.0,0.03,LM-STAR,0.7,0.2,1.484,,[KB61] +36 49,LM-STAR,1961AbaOB..26...35K
2CXO J201740.2+362520,304.4178596,36.4223652,0.95,4.49,3e-14,7e-15,8e-16,6e-16,8e-18,6e-18,3e-14,7e-15,,,8.222,0.003,8.447,0.003,7.842,0.004,7.43,0.02,7.26,0.02,7.22,0.02,7.1,0.03,7.2,0.02,7.19,0.02,9.59,0.02,29.885,104.0,104.0,104.0,0.0,0.0001,0.02,0.0001,0.97,0.0,0.0,0.01,0.0003,0.0008,0.04,0.0009,0.05,0.0006,0.0,0.02,LM-STAR,0.97,0.05,11.187,,BD+35 4054,LM-STAR,1932MeUpp..55....1S
2CXO J203137.2+412335,307.9052683,41.3933136,0.72,12.35,3.4e-14,2e-15,6.7e-15,7e-16,5e-15,1e-15,4.5e-14,2e-15,0.799,0.986,12.953,0.004,13.2,0.006,12.159,0.006,11.35,0.02,10.93,0.02,10.84,0.01,10.8,0.02,10.87,0.02,10.71,,2.93,0.08,6.064,338.0,329.0,347.0,0.0,0.001,0.002,0.0,0.98,0.0,0.0,0.02,0.0,0.004,0.004,0.0004,0.02,0.002,0.0,0.02,LM-STAR,0.98,0.02,25.771,extent|conf,[MT91] 115,LM-STAR,2003ApJ...589..487M
2CXO J203147.5+410638,307.9482832,41.1106473,0.72,8.3,2.5e-14,2e-15,2.3e-15,5e-16,1.2e-15,6e-16,2.9e-14,2e-15,0.945,0.949,8.472,0.003,8.708,0.003,8.074,0.004,7.64,0.02,7.49,0.02,7.43,0.02,7.3,0.03,7.38,0.02,7.37,0.03,4.33,0.02,25.463,230.0,229.0,230.0,0.0,0.0,0.02,0.0,0.98,0.0,0.0,0.003,0.0,0.0004,0.02,0.0,0.03,0.0003,0.0,0.008,LM-STAR,0.98,0.03,17.828,,BD+40 4214,LM-STAR,1960UppAn...4h...1M
2CXO J203151.3+412323,307.9638792,41.3898392,0.72,22.78,3.6e-14,2e-15,1.44e-14,8e-16,9e-15,1e-15,5.9e-14,2e-15,1.0,1.0,12.585,0.003,12.942,0.005,12.059,0.005,11.44,0.02,11.12,0.02,11.03,0.02,10.92,0.02,10.97,0.02,10.8,0.2,2.86,0.01,6.533,347.0,346.0,348.0,0.0,0.02,0.02,0.0,0.5,0.006,0.0001,0.42,0.001,0.03,0.02,0.002,0.1,0.009,0.0007,0.1,LM-STAR,0.5,0.1,0.52,extent,[MT91] 152,LM-STAR,2003ApJ...589..487M
2CXO J203311.0+411445,308.2961965,41.2460598,0.72,8.43,4.3e-15,5e-16,1.3e-15,2e-16,1e-15,4e-16,6.5e-15,7e-16,0.829,0.89,15.533,0.003,16.095,0.006,14.82,0.006,13.93,0.02,13.34,0.03,13.24,0.05,,,,,,,1.49,0.03,3.476,657.0,646.0,669.0,0.0,0.02,0.01,0.0,0.82,0.003,0.0001,0.15,0.0,0.02,0.01,0.0008,0.09,0.008,0.0008,0.08,LM-STAR,0.82,0.09,3.816,extent|conf,[MT91] 436,LM-STAR,2007ApJ...664.1102K
2CXO J204726.7+105139,311.8615942,10.8610651,0.92,9.55,2.3e-14,3e-15,3.1e-15,1e-15,3e-15,2e-15,3e-14,4e-15,0.525,,9.591,0.003,9.8,0.003,9.231,0.004,8.84,0.02,8.67,0.04,8.65,0.03,8.62,0.03,8.63,0.03,8.59,0.03,5.42,0.02,26.707,184.0,182.0,184.0,0.0,0.0,0.05,0.0,0.94,0.0,0.0,0.01,0.001,0.002,0.06,0.0005,0.07,0.001,0.0003,0.02,LM-STAR,0.94,0.07,6.938,,BD+10 4380,LM-STAR,1952CoRut..32....1H
2CXO J205114.9-523726,312.8122831,-52.6240462,0.79,11.45,9e-14,9e-15,1.7e-14,3e-15,4e-15,2e-15,1.11e-13,1e-14,0.975,,9.261,0.009,9.049,0.003,8.337,0.004,7.87,0.02,7.65,0.03,7.58,0.03,7.49,0.03,7.54,0.02,7.54,0.02,,,,,,,0.003,0.001,0.14,0.0,0.82,0.0,0.0,0.04,0.006,0.003,0.05,0.001,0.06,0.004,0.0003,0.02,LM-STAR,0.82,0.06,5.882,,HD 198249,LM-STAR,1975MSS...C01....0H
2CXO J205448.6-582715,313.7025858,-58.4541706,0.71,15.92,6e-14,4e-15,5.3e-15,9e-16,2e-15,1e-15,6.7e-14,4e-15,0.329,,3.323,0.003,4.023,0.009,2.648,0.007,1.8,0.3,1.2,0.2,1.1,0.3,-1.52,,-0.98,,0.98,0.02,5.6,0.1,31.877,177.0,173.0,181.0,0.01,0.01,0.2,0.003,0.7,0.001,0.0,0.15,0.02,0.01,0.1,0.008,0.1,0.003,0.002,0.1,LM-STAR,0.7,0.1,2.046,,bet Ind,LM-STAR,1932PLicO..18....1M
2CXO J205621.3+301718,314.0889413,30.2885516,0.85,3.29,7e-16,5e-16,1e-15,4e-16,8e-18,6e-18,1.7e-15,7e-16,,,8.801,0.003,8.82,0.003,8.733,0.004,8.64,0.03,8.62,0.03,8.6,0.01,8.57,0.02,8.59,0.02,8.6,0.02,1.63,0.02,10.861,605.0,597.0,612.0,0.001,0.0,0.3,0.0,0.6,0.0,0.0,0.11,0.004,0.001,0.1,0.002,0.1,0.001,0.0005,0.06,LM-STAR,0.6,0.1,0.988,,BD+29 4240,LM-STAR,1928MeUpp..37....1S
2CXO J211455.7-432343,318.732399,-43.3954344,0.72,9.66,5.8e-14,7e-15,2e-14,5e-15,1.8e-14,7e-15,1e-13,1e-14,0.08,,9.299,0.003,9.426,0.004,9.056,0.005,8.9,0.03,8.81,0.05,8.72,0.02,8.61,0.02,8.63,0.02,8.62,0.03,3.22,0.02,45.81,307.0,306.0,309.0,0.001,0.003,0.3,0.0,0.6,0.0,0.0,0.06,0.003,0.008,0.1,0.002,0.1,0.002,0.0003,0.04,LM-STAR,0.6,0.1,1.262,,HD 202042,LM-STAR,1978MSS...C02....0H
